ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,min_age,max_age,avg_age,price_per_piece
5-12,28.3929,6.0,190.0,4.2,Transport the mountain snowboarder to the hospital!,60179.0,"Join the LEGO® City rescue team and fly the Ambulance Helicopter! This fun toy features spinning rotors, hatch on the back, landing gear and room for a stretcher inside, plus snowboard and radio elements, and 3 minifigures.
Includes 3 minifigures: a pilot, doctor and a snowboarder.
Features a red and yellow Ambulance Helicopter with spinning rotors, landing gear, hatch on the back and room for a stretcher inside.
Spin the rotor to launch the helicopter.
Open the hatch to fit the stretcher inside the back.
Accessory elements include a snowboard, stretcher and a radio.
This fun toy is suitable for ages 5-12.
Helicopter measures over 3” (10cm) high, 11” (29cm) long and 3” (9cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Ambulance Helicopter,3.8,City,4.7,NZ,5.0,12.0,8.5,0.1494363157894737
5-12,28.3929,7.0,174.0,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181.0,"Work in nature with the LEGO® City Forest Tractor, featuring a moving arm with opening claw and massive wheels, plus a small log stand, 2 chains, 2 buildable logs, small pine tree, chainsaw and a shovel. This cool toy for kids includes a minifigure.
Includes a forest worker minifigure.
Features a Forest Tractor with massive wheels and arm with an opening claw, 2 chains, plus a small buildable log stand.
Pick up the logs with the tractor claw to move them around.
Cut the logs to the right length in the stand with the chainsaw.
Accessory elements include a chainsaw, shovel, small pine tree and 2 buildable logs.
This cool toy for kids is suitable for ages 5-12.
Forest Tractor measures over 3” (10cm) high, 7” (19cm) long and 3” (9cm) wide.
Log stand measures over 1” (4cm) wide and under 1” (2cm) high and 1” (2cm) deep.
Logs each measure over 1” (6cm) long and under 1” (2cm) high and 1” (1cm) deep.
Pine tree measures over 1” (4cm) high and under 1” (2cm) wide and 1” (2cm) deep.
As seen in the LEGO® City Vehicles TV commercial.",2,Forest Tractor,4.4,City,4.2,NZ,5.0,12.0,8.5,0.16317758620689657
5-12,28.3929,3.0,141.0,4.3,Fly in and save the stranded sailor before he floats away!,60164.0,"Be part of the brave crew of the LEGO® City coast guard in the Sea Rescue Plane, featuring spinning propellers, an opening cockpit, lowering back ramp and space for the included rescue water scooter, plus a rescue raft and rescue light. Includes 2 minifigures.
Includes 2 minifigures: a rescue plane pilot and a sailor.
Features a rescue plane with spinning rotors, pontoons, opening minifigure cockpit, back ramp that lowers with space inside the plane for the included 2-minifigure rescue water scooter.
Also includes a rescue raft with space for a minifigure.
Spin the rotors to take off and head out to search for the missing sailor.
Pretend to shine the rescue light from the raft to catch the pilot’s attention in the plane.
Land the plane, open the back hatch and hop on the water scooter to rescue the stranded sailor.
Includes a rescue light accessory element.
Rescue plane measures over 3” (8cm) high, 8” (21cm) long and 9” (24cm) wide.
Rescue raft measures over 1” (3cm) high, 2” (6cm) long and 1” (4cm) wide.
Rescue water scooter measures over 2” (6cm) long, 1” (3cm) wide and under 1” (2cm) high.",2,Sea Rescue Plane,4.3,City,4.7,NZ,5.0,12.0,8.5,0.201368085106383
6-12,28.3929,5.0,201.0,4.3,Fly into the jungle and explore the hidden temple!,60158.0,"Head deep into the LEGO® City jungle with the Jungle Explorer Helicopter, featuring an opening minifigure cockpit, spinning rotors and working winch, an ATV with space for a minifigure, a treasure box and a temple with moving leaf revealing a gold-colored chalice. Includes 2 minifigures, plus a spider figure.
Includes 2 minifigures: a pilot and an explorer, plus a spider figure.
Features a helicopter with opening minifigure cockpit, spinning rotors and a working winch, plus an ATV with space for a minifigure.
Also includes a temple with moving leaf revealing a gold-colored chalice element.
Hook the helicopter winch to the ATV and fly it into the jungle.
Turn the knob to lower the ATV to the ground.
Push the leaf aside to reveal the golden cup.
Load the cup in the box to haul it back to camp with the helicopter.
Accessory elements include a box and a machete.
Helicopter including rotors measures over 3” (9cm) high, 9” (24cm) long and 7” (18cm) wide.
ATV measures over 1” (4cm) high, 2” (6cm) long and 1” (4cm) wide.
Temple measures over 1” (5cm) high, 1” (3cm) wide and 3” (9cm) deep.",3,Jungle Cargo Helicopter,4.4,City,3.8,NZ,6.0,12.0,9.0,0.1412582089552239
5-12,24.8429,89.0,24.0,2.9,Get killer curves in your tracks!,7499.0,"Add flexible train tracks to your locomotive system to connect and move around obstacles and awkward shapes! Extend your rails to make your engines go places they never have before! Includes 8 straight tracks and 16 flexible tracks.
Includes 8 straight tracks and 16 flexible tracks
Note: Tracks do not conduct electricity and therefore are not compatible with LEGO® 9v trains",2,Flexible and Straight Tracks,2.5,City,2.2,NZ,5.0,12.0,8.5,1.0351208333333333
5-12,24.8429,47.0,8.0,4.2,"Switch tracks – build a bigger, more exciting railway track.",7895.0,"Switch tracks to help make your track even longer. No electricity – works with IR train sets #7897 and 7898, and can be combined with track sets #4515, 4519 and 4520.
1 right switch track
1 left switch track
4 curved rails
The 2006 train system does not use electricity, but is IR remote-controlled",1,Switching Tracks,4.1,City,3.6,NZ,5.0,12.0,8.5,3.1053625
5-12,21.2929,1.0,127.0,5.0,Break up the rocks and discover the treasure inside!,60185.0,"Grab your hard hat and head out with the LEGO® City Mining Power Splitter to dig for gold! This fun construction toy features a power splitter with functioning jackhammer, raising arm and rotating cab, as well as a rock pile with breakaway elements and space for a golden nugget element. Includes a minifigure and a glow-in-the-dark spider figure.
Includes a miner minifigure and a spider figure.
Features a power splitter vehicle with functioning jackhammer on a raising arm and a rotating cab.
Also includes a rock pile with breakaway elements and space for a golden nugget element and spider.
Spider glows in the dark!
Rotate the cab of the power splitter, raise the jackhammer arm and then push down the jackhammer to break open the rock pile and discover what's inside.
Accessory elements include a pickaxe and a golden nugget element.
This construction toy is suitable for ages 5-12.
Power splitter vehicle measures over 4” (12cm) high, 4” (11cm) long and 2” (6cm) wide.
Rock pile measures over 1” (5cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Mining Power Splitter,5.0,City,5.0,NZ,5.0,12.0,8.5,0.16766062992125985
5-12,21.2929,1.0,126.0,5.0,Speed after the crook on an exciting river chase!,60176.0,"Pick up your badge and join the LEGO® City Mountain Police officers as they stop a Wild River Escape! This popular kids toy features a police speedboat with big outboard engine and bubble lights, a raft with big pontoons, a paddle and space for an opening box. Includes 2 minifigures and a skunk figure.
Includes 2 minifigures: a police officer and a crook, plus a skunk figure.
Features a police speedboat with big outboard engine and bubble lights, plus a raft with big pontoons, paddle and an opening box.
Pry the lid of the box open with the crowbar to put the diamonds inside.
Accessory elements include handcuffs, a crowbar and 3 diamond elements.
This popular kids toy is suitable for ages 5-12.
Police speedboat measures over 1” (4cm) high, 5” (15cm) long and 2” (6cm) wide.
Crook's raft measures over 3” (8cm) long, 2” (6cm) wide and under 1” (2cm) high.
As seen in the LEGO® City Police TV commercial.",2,Wild River Escape,5.0,City,4.0,NZ,5.0,12.0,8.5,0.16899126984126983
5-12,14.192899999999998,12.0,88.0,4.5,Cruise into the jungle and make a big discovery!,60157.0,"Discover what lurks on the banks of the river in the LEGO® City jungle with the Jungle Starter Set, featuring a boat with space for gear and 3 minifigures, a tree with hidden treasure, camera and a working magnifying glass. Includes 3 minifigures, plus snake, frog and crocodile figures.
Includes 3 minifigures: a jungle explorer, scientist and a boat pilot, plus crocodile, snake and frog figures.
Features a boat with space for 3 minifigures and exploration gear.
Also includes a tree with opening door and space for hidden treasure elements.
Study the colorful frog more closely with the working magnifying glass.
Open the door in the tree and discover the hidden treasure!
Accessory elements include 3 gold-colored coins, box, camera, magnifying glass and a machete.
Boat measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Tree measures over 2” (7cm) high, 2” (6cm) wide and 2” (7cm) deep.
Crocodile figure measures over 4” (11cm) long.",2,Jungle Starter Set,4.9,City,4.6,NZ,5.0,12.0,8.5,0.16128295454545452
5-12,14.192899999999998,4.0,76.0,4.8,Rescue the surfer and be a coast guard hero!,60163.0,"Join the crew of the LEGO® City coast guard as they protect the beach with the Coast Guard Starter Set, featuring a beach tower with stairs and viewing platform, beach buggy with opening roll cage, room for 2 minifigures and space for the 2-minifigure surfboard on the roof, binoculars, 2 walkie-talkies and a small surfboard. Includes 3 minifigures and a shark figure.
Includes 3 minifigures: a lifeguard, surfer and an ATV driver, plus a shark figure.
Features a beach buggy with opening roll cage, detachable 2-minifigure surfboard on top and space for 2 minifigures.
Also includes a beach tower with stairs and viewing platform.
Call for help from the beach tower to rescue the surfer.
Open the shark’s mouth to try and take a bite of the surfboard.
Hop on the big surfboard and head out to rescue the stranded surfer before the shark gets any closer.
Accessory elements include a small surfboard, 2 walkie-talkies and a pair of binoculars.
Beach buggy measures over 2” (7cm) high, 3” (8cm) long and 1” (5cm) wide.
Beach tower measures over 3” (8cm) high, 1” (4cm) wide and 1” (5cm) deep.
Shark figure measures over 2” (7cm) long.",1,Coast Guard Starter Set,5.0,City,4.5,NZ,5.0,12.0,8.5,0.1867486842105263
5-12,14.192899999999998,85.0,2.0,4.1,Add roads to your LEGO® town!,7280.0,"Expand your LEGO® town with this set of straight and crossroad plates. Includes one straight plate and one cross plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,Straight & Crossroad Plates,3.5,City,2.3,NZ,5.0,12.0,8.5,7.096449999999999
5-12,14.192899999999998,40.0,2.0,4.1,Roads for your LEGO® layout!,7281.0,"Add a T-junction and curved roads to your LEGO® town with this set of building plates. Includes one T-junction plate and one curved road plate.
Each plate measures 10"" (25cm) by 10"" (25cm) or 32 studs by 32 studs.",1,T-Junction & Curved Road Plates,3.9,City,2.8,NZ,5.0,12.0,8.5,7.096449999999999
5-12,14.192899999999998,2.0,82.0,4.5,Blow up the rock pile and discover gold!,60184.0,"Grab your hard hat and head out with the LEGO® City Mining Team to dig for gold! This fun building toy features a rock pile with space for golden nugget elements and breakaway elements, as well as a dumper with tipping bed and space for a minifigure, and a research station. Includes 4 minifigures and a glow-in-the-dark spider figure.
Includes 4 miner minifigures and a spider figure.
Features a dumper with tipping bed and space for a minifigure.
Also includes a research station with space for golden nugget elements and a rock pile with breakaway elements, space for a dynamite stick element and golden nugget elements.
Spider glows in the dark!
Set the dynamite element on the rock pile and push the handle down to break it apart.
Shovel the nuggets into the dumper to haul them back to camp.
Accessory elements include 2 golden nugget elements, 1 dynamite stick element, demolition plunger, mug, shovel and a pickaxe.
This building toy is suitable for ages 5-12.
Dumper measures over 1” (4cm) high, 2” (6cm) long and 1” (5cm) wide.
Rock pile measures over 1” (4cm) high, 2” (7cm) wide and 1” (5cm) deep.
Research station measures over 1” (5cm) high, 1” (3cm) wide and under 1” (2cm) deep.",1,Mining Team,5.0,City,4.0,NZ,5.0,12.0,8.5,0.17308414634146338
5-12,14.192899999999998,1.0,78.0,4.0,Climb in the cockpit and set a new speed record!,60178.0,"Take the wheel and wait for the green light with the powerful LEGO® City Speed Record Car! This fast vehicle construction toy features an opening cockpit, iconic flame elements and a large rear wing. Includes a minifigure.
Includes a driver minifigure.
Features a streamlined car with opening cockpit, flame elements and large rear wing.
Close the cockpit to make sure there’s no air drag while you race.
This construction toy is suitable for ages 5-12.
Speed Record Car measures over 2” (6cm) high, 8” (20cm) long and 3” (8cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Speed Record Car,5.0,City,4.0,NZ,5.0,12.0,8.5,0.1819602564102564
5-12,9.2229,2.0,37.0,4.5,Catch the crook before he escapes with the loot!,60170.0,"Pick up your badge and join the LEGO® City Mountain Police officer on an Off-Road Chase to help stop the crook! This fun building toy set features a crook’s hideout with space for loot and greenery and a police motocross bike with off-road tires and kickstand. Includes 2 minifigures and a snake figure.
Includes 2 minifigures: a police officer and crook, plus a snake figure.
Features a crook hideout with greenery and space for loot.
Also includes a police motocross bike with kickstand and off-road tires.
Wedge the crowbar into the hole in the hideout to recover the jewels.
Accessory elements include 2 jewel elements, a crowbar and handcuffs.
This fun building toy set is suitable for ages 5-12.
Motocross bike measures over 1” (4cm) high, 2” (7cm) long and 1” (3cm) wide.
Hideout measures over 1” (5cm) high, 1” (5cm) wide and 1” (4cm) deep.",1,Off-Road Chase,4.5,City,5.0,NZ,5.0,12.0,8.5,0.24926756756756754
5-12,7.0929,5.0,53.0,3.8,Explore the depths of the jungle and find something amazing!,60156.0,"Go exploring in the wilds of the LEGO® City jungle with the Jungle Buggy featuring a minifigure cockpit and space in the back for machete and binoculars elements, plus a buildable statue with hidden diamond element, moving leaf and a red spider figure. Includes a minifigure.
Includes an explorer minifigure and a spider figure.
Features a buggy with a minifigure cockpit.
Also includes a statue with a moving leaf and hidden diamond element.
Rotate the leaf to reveal the hidden diamond.
Accessory elements include a machete and pair of binoculars.
Buggy measures over 1” (3cm) high, 3” (8cm) long and 1” (4cm) wide.
Statue measures over 1” (4cm) high, 1” (5cm) wide and 1” (3cm) deep.",2,Jungle Buggy,3.6,City,4.2,NZ,5.0,12.0,8.5,0.13382830188679246
5-12,49.6929,10.0,169.0,4.3,Pack your city with a bunch of new people!,60153.0,"Grow your LEGO® City population with this people pack, featuring a wide range of minifigures and endless possibilities for activities, with windsurfing and kayaking, volleyball net with ball, trees with hammock and an ice cream stand. Includes 15 minifigures plus dog, fish, dolphin and lobster figures.
Includes 15 male and female adult and child minifigures, plus dog, dolphin, lobster and fish figures.
Features a range of buildable models for a colorful beach setting.
Hop on the surfboard, put up the sail and take a fast ride on the waves.
Paddle the kayak out into the water and have a nice float along the coast.
Get some ice cream at the ice cream stand, and then relax in the hammock with your mp3 player.
Build a sand castle on the beach.
Accessory elements include a kayak with paddle, beach lifeguard tower, megaphone, binoculars, volleyball net and ball, hammock, 2 trees, mp3 player, ice cream stand with ice cream and extra cone, money note, parasol, camera, sand castle, shovel, bucket, bin, broom, banana, gold-colored coin element, metal detector and a radio.",1,People pack – Fun at the beach,4.1,City,3.6,NZ,5.0,12.0,8.5,0.2940408284023669
5-12,12.4671,2.0,87.0,4.5,Wow the crowds in the sleek Airshow Jet!,60177.0,"Get ready to put on an amazing show with the LEGO® City Airshow Jet, featuring an opening cockpit, cool decorations and landing gear. This fun building toy includes a minifigure.
Includes a pilot minifigure.
Features a colorful jet with cool decorations, landing gear and an opening cockpit.
Lift up the cockpit so the pilot can get in and take off!
This building toy is suitable for ages 5-12.
Airshow jet measures over 2” (7cm) high, 7” (18cm) long and 5” (14cm) wide.
As seen in the LEGO® City Vehicles TV commercial.",2,Airshow Jet,4.5,City,5.0,PL,5.0,12.0,8.5,0.1433
6-12,231.9971,35.0,888.0,4.7,Move heavy goods across LEGO® City with the Cargo Train!,60052.0,"Move heavy goods – and animals! – around the city with the super-powerful LEGO® City Cargo Train! This awesome motorized train with 4-channel, 7-speed, infrared remote control can transport almost anything. So it’s your job to make sure the cargo is in the right place at the right time to keep the city running smoothly. Attach the cattle wagon and 2 cargo wagons together and pull them around the circular rail track with the locomotive. Operate the forklift to move the pallets safely between the wagons and truck. Keep track of all the cargo leaving and arriving in the office at the impressive cargo train station. There you can use the sliding overhead crane with hook to move heavy cargo between vehicles or onto the ground. With so many play functions and cool features, this really is the ultimate set for train enthusiasts! Includes 4 minifigures: forklift driver, train driver, farmer and a truck driver.
Includes 4 minifigures: forklift driver, train driver, farmer and a truck driver
Cargo Train features a motorized locomotive with 8-channel, 7-speed infrared remote control, driver’s cabin with opening doors and dashboard, plus a cattle wagon and 2 cargo wagons
Cattle wagon features a cow, trough, bales of straw, bucket of milk and a strong fence with 2 gates
Fuel wagon features a fuel tank with chain, pallet with wheelbarrow and a forklift
Cable drum wagon features 2 large cable drums in holders and a lifting chain
Truck features a driver’s cab with cup and a large flatbed for the fuel tank
Cargo train station features a sliding overhead crane with hook to load and unload heavy-duty cargo, office with computer and cup, sack barrow, trash bin and a fire extinguisher
Includes a full circular track with 20 curved rail tracks and 8 straight rail tracks
Also includes a forklift
Operate the Cargo Train with the 7-speed infrared remote control
Attach the wagons and drive the train around the curved track
Load and unload the cargo with the powerful forklift
Move cargo from the train wagons to the truck at the cargo train station",3,Cargo Train,4.4,City,3.8,PL,6.0,12.0,9.0,0.2612579954954955
8-12,173.9971,1.0,1250.0,5.0,Haul in fresh supplies at the exploration site!,60162.0,"Keep your camp well-supplied in the LEGO® City jungle with the Jungle Air Drop Helicopter, featuring 2 spinning rotors, a clamp system to carry the pallet platform or truck, work tower with rotating crane, riverboat that holds 2 pallets or motorbikes, a temple, collapsible bridge, movable statue, buildable Venus flytrap and a 4x4 truck with winch. Includes 7 minifigures, plus tiger, crocodile and 2 spider figures.
Includes 7 minifigures: riverboat captain, helicopter pilot, 3 explorers and 2 base camp workers, plus tiger, crocodile and 2 spider figures.
Features a side-by-side rotor helicopter, work tower, pallet transporter, 2 motorbikes, riverboat, buildable Venus flytrap, and a temple and bridge build.
Helicopter features a switch-activated clamp system to carry the included pallet platform or 4x4 truck with winch.
Work tower features a rotating and elevating crane arm.
Pallet transporter holds 3 pallets and/or 2 motorbikes
Riverboat features a minifigure cockpit and space for 2 pallets and/or motorbikes.
Venus flytrap build features a closing ‘mouth’ and space for a spider.
Temple and bridge build features a moving statue that reveals a hiding space and lever-activated collapsing bridge.
Push the switch on the helicopter’s tail to activate the clamp system and lift the pallet transporter or 4x4 truck.
Rotate the crane arm on the work tower to move the pallet transporter or pallets to and from the riverboat.
Hook the 4x4 truck’s winch to the statue to set it upright and find what’s hidden behind it.
Slide the lever out on the temple and bridge section to collapse the bridge and send the explorer tumbling into the water.
Push the top of the Venus flytrap down to trap the spider inside.
Accessory elements include 3 pallets, mobile lab, fuel box, 2 fuel cans, treasure chest, gold-colored chalice, box, machete, working magnifying glass, camera and other tools.
Side-by-side rotor helicopter including rotors measures over 5” (14cm) high, 15” (38cm) long and 22” (56cm) wide.
Riverboat measures over 2” (6cm) high, 7” (20cm) long and 3” (8cm) wide.
4x4 truck measures over 2” (7cm) high, 4” (12cm) long and 2” (7cm) wide.
Work tower measures over 7” (20cm) high, 5” (15cm) wide and 5” (13cm) deep.
Temple and bridge build measures over 4” (11cm) high, 12” (31cm) wide and 5” (14cm) deep.
Pallet transporter measures over 2” (7cm) high, 2” (6cm) wide and 5” (14cm) deep.
Each pallet measures over 1” (4cm) high, 1” (5cm) wide and 1” (3cm) deep.
Venus flytrap build measures over 3” (8cm) high, 2” (6cm) wide and 3” (9cm) deep.
Crocodile figure measures over4” (11cm) long.
Tiger figure measures over 3” (8cm) long.",3,Jungle Air Drop Helicopter,5.0,City,4.0,PL,8.0,12.0,10.0,0.13919768
6-12,144.9971,45.0,610.0,4.4,Get around LEGO® City fast in the High-speed Passenger Train!,60051.0,"Travel around the city in no time with the motorized LEGO® City High-speed Passenger Train! Operate the 8-channel, 7-speed infrared remote control to power around the curved tracks at top speed. This streamlined, super-efficient train has a high-speed front profile and electricity contact points on top. Lift off the roof of the front car to place the driver inside at the cool dashboard and open the passenger cars to access the seats and tables. Wait for the train with the traveler at the way station, and pedal safely across the crossing with the cyclist once the train has gone past. Includes 3 minifigures: train driver, traveler and a cyclist.
Includes 3 minifigures: train driver, traveler and a cyclist
Features motorized locomotive with 8-channel, 7-speed infrared remote control, high-speed front profile, removable roof with electricity contact point and driver’s cabin with dashboard, plus rear passenger car with removable roofs with electricity contact point, seats and tables, and a middle passenger car with removable roof, seats and tables
Way station features small platform with 2 seats, map of train services, warning sign, lights and a crossing
Includes a full circular track with 16 curved rail tracks and 4 straight rail tracks
Also includes a bicycle
Lift off the roof to access the driver’s cabin with cool dashboard
Operate the train with the 7-speed infrared remote control
Drive to the way station and pick up passengers
Stop at the crossing with the cyclist and wait for the train to pass
High-speed Passenger Train in total measures over 4” (12cm) high, 30” (77cm) long and 1” (5cm) wide
Front and rear cars each measure over 4” (11cm) high, 10” (27cm) long and 1” (5cm) wide
Middle car measures 3” (10cm) high, 8” (22cm) long and 1” (5cm) wide
Curved rail tracks each measure over 5” (14cm) long and 2” (7cm) wide
Straight rail tracks each measure over 5” (13cm) long and 2” (6cm) wide
Way station measures 2” (7cm) high, 7” (19cm) wide and 5” (13cm) deep",3,High-speed Passenger Train,4.4,City,4.0,PL,6.0,12.0,9.0,0.23770016393442622
6-12,121.7971,10.0,894.0,4.2,Throw the crooks back in jail after they break out!,60141.0,"Be part of the action with the LEGO® City police as they try to keep the crooks in jail, featuring a three-level Police Station loaded with accessory elements, a jail cell with exploding wall function, watchtower, garage and offices, helicopter, police pursuit car and police motorbike, plus the crooks’ truck with rotating, extendable cherry picker. Includes seven minifigures plus a police dog figure.
Includes seven minifigures: four police officers and three crooks, plus a police dog figure.
Features a three-section Police Station, police helicopter, police pursuit car, police motorbike and crooks’ truck.
Police Station features three levels, including two jail cells with toilets, vent with opening grill and exploding wall function, rooftop helipad, satellite dish and antenna, searchlights, ramp, garage with tools and opening door, watchtower, overhead walkway, three offices and a barrier gate.
Helicopter features spinning rotors and an opening cockpit.
Crooks’ truck features a rotating, extendable cherry picker.
Extend the cherry picker to put the dynamite in the vent.
Blow the wall off the cell with the dynamite to free the crook.
Raise the garage door, push the lever and launch the police pursuit car.
Accessory elements include three sets of handcuffs, two walkie-talkies, megaphone, four mugs, camera, lollypop stop sign, crowbar, wrench and two dynamite sticks.
This set offers an age-appropriate build and play experience for ages 6-12.
Police Station measures over 9” (24cm) high, 14” (36cm) wide and 14” (36cm) deep.
Helicopter measures over 3” (8cm) high, 7” (20cm) long and 1” (4cm) wide.
Police pursuit car measures over 1” (4cm) high, 4” (12cm) long and 1” (5cm) wide.
Police motorbike measures over 1” (3cm) high, 2” (7cm) long and under 1” (2cm) wide.
Crooks’ truck measures over 2” (6cm) high, 4” (12cm) long and 1” (5cm) wide.",2,Police Station,4.7,City,4.0,PL,6.0,12.0,9.0,0.13623836689038032
8-12,121.7971,6.0,813.0,4.5,Discover the secrets of the jungle with the LEGO® City explorers!,60161.0,"Uncover amazing things at the Jungle Exploration Site, featuring a plane wreck with opening cockpit, amphibious helicopter with minifigure cockpit, spinning rotors and winch, heavy observation truck with minifigure cab, folding crane arm, observation room and space for the included motorbike on the back, plus an amphibious vehicle with minifigure cab, and cave and temple build. Includes 7 minifigures, plus leopard, crocodile, snake, frog and 2 spider figures.
Includes 7 minifigures: a pilot, 2 drivers and 4 scientist/explorers, plus leopard, crocodile, snake, frog and 2 spider figures.
Features an amphibious helicopter with minifigure cockpit, winch, spinning rotors and pontoons, plus a heavy observation truck with an articulated crane arm, room for the kayak on top and motorcycle on the back, and an amphibious vehicle with minifigure cockpit and storage compartments.
Also includes a plane wreck build with opening cockpit and room for a box, a cave with leopard pounce function, a temple with boulder release and trapdoor functions, plus a buildable Venus flytrap with closing ‘mouth’.
Remove the top of the truck to access the observation room.
Lift up the plane’s cockpit with the crane arm to discover the treasure.
Push the release function on the back of the cave to make the leopard pounce.
Lower the helicopter winch and haul away the treasure.
Pull the vine to send the boulder tumbling.
Pull the lever to release the temple trapdoor.
Push the top of the Venus flytrap down to trap the spider.
Accessory elements include a map, 2 boxes, one red crystal, one red diamond, 2 golden frog statues, boulder, shovel, crowbar, chicken leg, machete, compass, axe, paddle and a buildable campfire.
Helicopter with rotors measures over 3” (9cm) high, 9” (23cm) long and 7” (18cm) wide.
Heavy observation truck measures over 3” (10cm) high, 7” (19cm) long and 2” (7cm) wide.
Amphibious vehicle measures over 1” (4cm) high, 4” (12cm) long and 2” (6cm) wide.
Motorbike measures over 1” (3cm) high and 2” (6cm) long and under 1” (1cm) wide.
Kayak measures over 4” (12cm) long.
Plane and temple build measures over 7” (18cm) high, 12” (32cm) wide and 6” (16cm) deep.
Venus flytrap build measures over 2” (7cm) high, 1” (5cm) wide and 1” (5cm) deep.
Crocodile figure measures over4” (11cm) long.
Leopard figure measures over 3” (8cm) long.",3,Jungle Exploration Site,4.3,City,4.0,PL,8.0,12.0,10.0,0.14981193111931118
6-12,121.7971,3.0,792.0,3.3,Sail the high seas and make a thrilling rescue!,60167.0,"Strap on your life vest as part of the LEGO® City crew at the Coast Guard Headquarters with 2 levels, office rooms and a moving radar dish. There’s also a ship with opening bridge and deck, moving radar dish and searchlight, medical area and a rescue craft with launch function, as well as a helicopter with helipad, speedboat and a buildable buoy. Includes 7 minifigures, plus shark and octopus figures.
Includes 7 minifigures: 6 coast guard members (three shipmates, 2 helicopter crewmates, one headquarters crewmate) and a sailor, plus 2 animal figures: a shark and an octopus.
Features a 2-level observation headquarters, coast guard ship, helicopter with helipad, speedboat and a buildable buoy.
Headquarters features a moving radar dish, antennas and office rooms.
Coast guard ship features an opening deck and bridge, moving radar and searchlight, medical area below the deck with stretcher and equipment, and a rescue craft with launch function.
Helicopter features spinning rotors, pontoons, opening 3-minifigure cockpit, plus a helipad.
Speedboat features dual drop-down motors and 2 water elements.
Both boats float!
Fire the ‘flare’ element from the flare launcher by pushing down the small lever.
Spin the rotors on the helicopter to take off from the helipad.
Lift the hook attached to the rescue craft to launch it from the ship..
Accessory elements include a flare launcher with red ‘flare’ element, several life preservers, life vests, 2 walkie-talkies, binoculars, 2 coffee mugs, coffee machine and computers.
Coast Guard ship measures over 8” (21cm) high, 16” (41cm) long and 3” (10cm) wide.
Speedboat measures over 2” (7cm) high, 10” (26cm) long and 2” (6cm) wide.
Helicopter with rotors measures over 3” (8cm) high, 9” (24cm) long and 7” (18cm) wide.
Helipad measures over 1” (4cm) high, 7” (20cm) wide and 6” (16cm) deep.
Observation headquarters measures over 8” (21cm) high, 7” (19cm) wide and 5” (13cm) deep.
Buoy measures over 3” (8cm) high, 1” (3cm) wide and 1” (3cm) deep.
Shark figure measures over 2” (7cm) long.
Octopus figure measures over 2” (6cm) long.",3,Coast Guard Head Quarters,3.7,City,3.3,PL,6.0,12.0,9.0,0.15378421717171717
6-12,115.9971,16.0,919.0,4.5,Jump into action and save the hot dog stand… and lunch!,60110.0,"LEGO® City's Fire Station has 2 garages and a firehouse with 3 floors and a fire pole, in 3 modular sections to build, with a total of 9 combinations for the main firehouse and garages. Features the fire chief's car, fire truck with cherry picker and a helicopter. Includes 6 minifigures: 4 male firefighters, a female firefighter and a hot dog stand guy, plus a dog.
Includes 6 minifigures: 4 male firefighters, a female firefighter and a hot dog stand guy, plus a dog.
Features a Fire Station with 2 garages and a firehouse, in 3 modular sections to build, with a total of 9 different building combinations.
Also includes the fire chief's car, fire truck with cherry picker, helicopter and a hot dog stand.
Slide down the fire pole just like a real firefighter.
Put out the fire with the special stud-shooting hose.
Use the cherry picker, helicopter and all the tools to fight the fire.
Accessory elements include a flashlight, walkie-talkie, fire extinguisher, axe, saw, coffee machine, mug, bone, chicken leg and 2 sausages.
Fire Station measures over 12” (31cm) high, 16” (59cm) wide and 9” (29cm) deep.
Fire truck measures over 3” (9cm) high, 9” (24cm) long and 2” (6cm) wide.
Helicopter measures over 3” (9cm) high, 6” (17cm) long and 1” (6cm) wide.
Fire chief's car measures over 1” (5cm) high, 4” (11cm) long and 1” (5cm) wide.
Hot dog stand measures over 2” (7cm) high, 3” (6cm) wide and 2” (7cm) deep.",3,Fire Station,4.6,City,4.6,PL,6.0,12.0,9.0,0.12622100108813927
